,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
0:00:00,-60.00,-65,0,-68,-70,-85,-92,-79,-71
0:00:00,-63.00,-71,0,-68,-69,-85,-92,-79,-71
0:00:00,-68.00,-75,0,-68,-77,-85,-92,-79,-84
0:00:00,-63.00,-75,0,-68,-76,-90,-92,-79,-84
0:00:00,-71.00,-75,0,-68,-79,-90,-92,-79,-81
0:00:00,-69.00,-75,0,-68,-82,-90,-92,-79,-81
0:00:00,-66.00,-83,0,-68,-78,-90,-92,-79,-81
0:00:00,-72.00,-83,0,-68,-80,-90,-92,-79,-86
0:00:00,-71.00,-83,0,-68,-80,-90,-92,-79,-86
0:00:00,-69.00,-83,0,-68,-81,-90,-92,-79,-86
0:00:00,-66.00,-83,0,-68,-81,-90,-92,-79,-82
0:00:00,-73.00,-80,0,-68,-83,-90,-92,-79,-82
0:00:00,-70.00,-80,0,-68,-80,-90,-92,-79,-82
0:00:00,-70.00,-80,0,-68,-74,-90,-92,-79,-82
0:00:00,-76.00,-81,0,-68,-78,-90,-92,-79,-82
0:00:00,-67.00,-81,0,-68,-78,-90,-92,-79,-80
0:00:00,-68.00,-81,0,-68,-78,-90,-92,-79,-80
0:00:00,-69.00,-82,0,-68,-74,-90,-92,-79,-80
0:00:00,-68.00,-82,0,-68,-81,-90,-92,-79,-80
0:00:00,-67.00,-85,0,-68,-81,-90,-92,-79,-80
0:00:00,-70.00,-85,0,-89,-72,-90,-92,-79,-80
0:00:00,-69.00,-85,0,-89,-78,-90,-92,-79,-82
0:00:00,-73.00,-85,0,-89,-82,-90,-92,-79,-82
0:00:00,-68.00,-85,0,-89,-86,-90,-92,-79,-82
0:00:00,-70.00,-81,0,-89,-84,-90,-92,-79,-82
0:00:00,-73.00,-82,0,-89,-84,-90,-92,-79,-82
0:00:00,-64.00,-82,0,-89,-81,-90,-92,-79,-82
0:00:00,-68.00,-87,0,-93,-91,-90,-92,-79,-82
0:00:00,-71.00,-87,0,-93,-83,-90,-92,-79,-82
0:00:00,-71.00,-82,0,-93,-80,-90,-92,-79,-82
0:00:00,-75.00,-82,0,-93,-82,-90,-92,-79,-82
0:00:00,-68.00,-82,0,-93,-87,-90,-92,-79,-82
0:00:00,-72.00,-82,0,-93,-79,-90,-92,-79,-82
0:00:00,-66.00,-82,0,-93,-83,-90,-92,-79,-82
0:00:00,-70.00,-82,0,-93,-81,-90,-92,-79,-82
0:00:00,-74.00,-82,0,-93,-75,-90,-92,-79,-82
0:00:00,-70.00,-82,0,-93,-75,-90,-92,-79,-82
0:00:00,-65.00,-82,0,-93,-71,-86,-92,-79,-82
0:00:00,-72.00,-79,0,-93,-77,-86,-92,-79,-81
0:00:00,-64.00,-79,0,-93,-74,-86,-92,-79,-81
0:00:00,-71.00,-79,0,-93,-76,-86,-92,-79,-81
0:00:00,-74.00,-79,0,-93,-82,-86,-92,-79,-81
0:00:00,-71.00,-88,0,-93,-81,-86,-92,-79,-81
0:00:00,-75.00,-88,0,-93,-80,-86,-92,-79,-81
0:00:00,-72.00,-88,0,-93,-79,-86,-92,-79,-81
0:00:00,-72.00,-82,0,-93,-86,-86,-92,-79,-81
0:00:00,-75.00,-82,0,-93,-82,-86,-92,-79,-81
0:00:00,-70.00,-82,0,-93,-85,-86,-92,-79,-81
0:00:00,-77.00,-82,0,-93,-83,-86,-92,-79,-81
0:00:00,-64.00,-82,0,-93,-73,-86,-92,-79,-81
0:00:00,-66.00,-82,0,-91,-76,-86,-92,-79,-81
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
