Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
-66.0,-93.0,-50.0,-81.0,-84.0,3
-61.0,-93.0,-64.0,-81.0,-88.0,3
-66.0,-93.0,-64.0,-81.0,-84.0,3
-63.0,-93.0,-68.0,-81.0,-88.0,3
-73.0,-93.0,-69.0,-81.0,-85.0,3
-72.0,-93.0,-69.0,-81.0,-89.0,3
-73.0,-93.0,-64.0,-81.0,-93.0,3
-72.0,-93.0,-63.0,-81.0,-90.0,3
-69.0,-93.0,-61.0,-81.0,-94.0,3
-64.0,-93.0,-64.0,-81.0,-91.0,3
-81.0,-93.0,-61.0,-81.0,-93.0,3
-65.0,-93.0,-67.0,-81.0,-90.0,3
-72.0,-93.0,-60.0,-81.0,-92.0,3
-67.0,-93.0,-64.0,-81.0,-91.0,3
-75.0,-93.0,-64.0,-81.0,-92.0,3
-62.0,-93.0,-64.0,-81.0,-89.0,3
-63.0,-93.0,-62.0,-81.0,-90.0,3
-65.0,-93.0,-59.0,-81.0,-86.0,3
-64.0,-93.0,-60.0,-81.0,-80.0,3
-63.0,-93.0,-49.0,-81.0,-82.0,3
-61.0,-93.0,-63.0,-81.0,-90.0,3
-69.0,-93.0,-61.0,-81.0,-84.0,3
-62.0,-93.0,-70.0,-81.0,-89.0,3
-62.0,-93.0,-61.0,-81.0,-90.0,3
-82.0,-93.0,-67.0,-81.0,-90.0,3
-73.0,-93.0,-65.0,-81.0,-93.0,3
-63.0,-93.0,-63.0,-81.0,-91.0,3
-69.0,-93.0,-64.0,-81.0,-89.0,3
-69.0,-93.0,-60.0,-81.0,-93.0,3
-61.0,-93.0,-60.0,-81.0,-84.0,3
-66.0,-93.0,-60.0,-81.0,-93.0,3
-63.0,-93.0,-60.0,-81.0,-91.0,3
-64.0,-93.0,-64.0,-81.0,-89.0,3
-59.0,-93.0,-58.0,-81.0,-76.0,3
-71.0,-93.0,-64.0,-81.0,-82.0,3
-73.0,-93.0,-68.0,-81.0,-81.0,3
-62.0,-93.0,-60.0,-81.0,-73.0,3
-40.0,-93.0,-55.0,-81.0,-77.0,3
-63.0,-93.0,-59.0,-81.0,-78.0,3
-49.0,-93.0,-62.0,-81.0,-86.0,3
-63.0,-93.0,-48.0,-81.0,-91.0,3
-62.0,-93.0,-65.0,-81.0,-82.0,3
-72.0,-93.0,-65.0,-81.0,-91.0,3
-66.0,-93.0,-63.0,-81.0,-93.0,3
-61.0,-93.0,-65.0,-81.0,-84.0,3
-66.0,-93.0,-60.0,-81.0,-92.0,3
-63.0,-93.0,-64.0,-81.0,-91.0,3
-80.0,-93.0,-71.0,-81.0,-93.0,3
-64.0,-93.0,-65.0,-81.0,-90.0,3
-73.0,-93.0,-67.0,-81.0,-90.0,3
-60.0,-93.0,-71.0,-81.0,-85.0,3
-49.0,-93.0,-64.0,-81.0,-72.0,3
-54.0,-93.0,-55.0,-81.0,-73.0,3
-60.0,-93.0,-61.0,-81.0,-88.0,3
-63.0,-93.0,-63.0,-81.0,-82.0,3
-58.0,-93.0,-64.0,-81.0,-93.0,3
-71.0,-93.0,-70.0,-81.0,-91.0,3
-70.0,-93.0,-62.0,-81.0,-91.0,3
-66.0,-93.0,-67.0,-81.0,-92.0,3
-83.0,-93.0,-68.0,-81.0,-94.0,3
-58.0,-93.0,-65.0,-81.0,-87.0,3
-61.0,-93.0,-67.0,-81.0,-87.0,3
-59.0,-93.0,-61.0,-81.0,-73.0,3
-61.0,-93.0,-62.0,-81.0,-90.0,3
-64.0,-93.0,-61.0,-81.0,-91.0,3
-68.0,-93.0,-64.0,-81.0,-92.0,3
-69.0,-93.0,-64.0,-81.0,-92.0,3
-65.0,-93.0,-66.0,-81.0,-81.0,3
